"","Grass_dwn_ci","Park_dwn_ci","Rest_dwn_ci","Grass_up_ci","Park_up_ci","Rest_up_ci"
"1",-0.256834076565287,-0.0938359484481506,-0.0576212846703889,-0.256834076565287,-0.0938359484481506,-0.0576212846703889
"2",-0.261462304877166,-0.0969737429682983,-0.0573088666330727,-0.261462304877166,-0.0969737429682983,-0.0573088666330727
"3",-0.244382549812808,-0.0985946789159559,-0.0594931656255431,-0.244382549812808,-0.0985946789159559,-0.0594931656255431
