,Region,SbWtrshd,Site_ID,Date,Site_Visit,O,H,Opm,Hpm,P.18O.,P.2H.,Ps.18O.,Ps.2H.,met_station,rh,temp,EI,starO,starH,sslO,sslH,EO,EH,slope,input,IO,IH
84,Parkland,05FA,32,2015-05-21,2,-12.937603,-118.578289,-0.01294,-0.118578289,-0.019266667,-0.14875,-0.013775,-0.10625,Lacombe,0.598516129,281.0725806,0.317433783,0.003271457,-0.03252575,-0.006006433,-0.084488738,-0.03610989,-0.224997204,4.592983087,-59.14508785,-20.29490596,-152.3592477
85,Parkland,05FA,56,2015-05-06,1,-12.756613,-122.062877,-0.01276,-0.122062877,-0.019041667,-0.147166667,-0.013375,-0.1035,Camrose,0.638387097,279.3629032,0.44521482,0.001092526,-0.040405184,-0.006374012,-0.083492818,-0.036262059,-0.242734611,5.134517434,-56.54643454,-23.22346516,-175.7877213
86,Parkland,05FA,56,2015-05-23,2,-8.288315,-99.937809,-0.00829,-0.099937809,-0.019041667,-0.147166667,-0.013375,-0.1035,Camrose,0.611322581,281.5274194,0.929825453,0.002742803,-0.034136453,-0.005938387,-0.083031016,-0.024942774,-0.186250326,5.183071445,-56.97014672,-23.77417298,-180.1933838
87,Parkland,05FA,190,2015-05-02,1,-15.014973,-131.94827,-0.01501,-0.13194827,-0.0191,-0.147666667,-0.013425,-0.10375,Wetaskiwin,0.591032258,278.1887097,0.251592971,0.004395794,-0.024197487,-0.005459618,-0.080641642,-0.041868587,-0.259897726,4.763819321,-60.44334199,-21.76743173,-164.1394538
88,Parkland,05FA,190,2015-05-21,2,-11.691495,-114.907073,-0.01169,-0.114907073,-0.0191,-0.147666667,-0.013425,-0.10375,Wetaskiwin,0.57983871,280.6403226,0.433325528,0.005055364,-0.022877826,-0.005351323,-0.081297976,-0.033812949,-0.219457656,4.725888108,-59.66144102,-21.27643871,-160.2115097
89,Parkland,05FA,190,2015-06-14,3,-7.956338,-99.112596,-0.00796,-0.099112596,-0.0191,-0.147666667,-0.013425,-0.10375,Wetaskiwin,0.540774194,286.9435484,0.754907635,0.007738431,-0.015462989,-0.004891267,-0.082585307,-0.025621137,-0.180218706,4.592349282,-62.55749571,-21.29252724,-160.3402179
90,Parkland,05FA,190,2015-06-27,4,-4.674817,-87.067512,-0.00467,-0.087067512,-0.0191,-0.147666667,-0.013425,-0.10375,Wetaskiwin,0.633741935,287.8080645,4.584495273,0.000830415,-0.046154032,-0.006649167,-0.087218454,-0.013826227,-0.147293534,6.577602732,-56.35010724,-46.64667792,-363.1734233
91,Parkland,05FA,190,2015-08-01,5,-6.760944,-91.339874,-0.00676,-0.091339874,-0.0191,-0.147666667,-0.013425,-0.10375,Wetaskiwin,0.711709677,290.25,9.418013701,-0.003571478,-0.065357132,-0.00815749,-0.091492519,-0.014368011,-0.147185933,7.340428161,-41.71857963,-78.41235268,-617.2988214
92,Parkland,05FA,317,2015-05-02,1,-14.990404,-135.875226,-0.01499,-0.135875226,-0.01915,-0.148083333,-0.01345,-0.10375,New Sarepta,0.584032258,278.4080645,0.314702642,0.004884686,-0.021901853,-0.005369082,-0.080556064,-0.041701296,-0.267090197,4.912340068,-62.23924838,-23.3961155,-177.168924
93,Parkland,05FA,317,2015-05-22,2,-9.186737,-108.062241,-0.00919,-0.108062241,-0.01915,-0.148083333,-0.01345,-0.10375,New Sarepta,0.550193548,281.2435484,0.749000857,0.00739601,-0.012207875,-0.004846787,-0.080253597,-0.028567374,-0.203612351,4.931014508,-62.74621767,-23.70366946,-179.6293557
94,Parkland,05FA,333,2015-05-08,1,-14.886791,-136.048815,-0.01489,-0.136048815,-0.019208333,-0.148416667,-0.01345,-0.10375,New Sarepta,0.568193548,279.4564516,0.324743708,0.006048401,-0.0171513,-0.005135754,-0.080404133,-0.041235962,-0.263893228,4.852523958,-63.79473326,-23.44568546,-177.5654837
95,Parkland,05FA,333,2015-05-23,2,-10.486686,-112.777003,-0.01049,-0.112777003,-0.019208333,-0.148416667,-0.01345,-0.10375,New Sarepta,0.544032258,281.4596774,0.572256122,0.007912523,-0.009942888,-0.004766434,-0.080220319,-0.031451296,-0.212565953,4.760628784,-62.83800705,-22.48523007,-169.8818405
96,Parkland,05FA,333,2015-06-14,3,-9.68905,-106.551803,-0.00969,-0.106551803,-0.019208333,-0.148416667,-0.01345,-0.10375,New Sarepta,0.505387097,287.2919355,0.532134504,0.010985139,-0.000942552,-0.004317756,-0.081554776,-0.029808073,-0.194146883,4.354049171,-64.36106654,-20.39552095,-153.1641676
97,Parkland,05FA,333,2015-07-30,5,-9.590171,-104.292916,-0.00959,-0.104292916,-0.019208333,-0.148416667,-0.01345,-0.10375,New Sarepta,0.691612903,290.5177419,0.996806679,-0.002603939,-0.061448637,-0.007849399,-0.09097939,-0.024718169,-0.187624984,5.508404157,-51.46732014,-24.6698598,-187.3588784
98,Parkland,05FA,351,2015-05-02,1,-12.79338,-117.403788,-0.01279,-0.117403788,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.584032258,278.4080645,0.312139637,0.00491015,-0.021901853,-0.005343815,-0.080517328,-0.036578751,-0.227353009,4.621899614,-58.28969194,-20.21541225,-151.723298
99,Parkland,05FA,351,2015-05-15,2,-8.718474,-96.409376,-0.00872,-0.096409376,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.56983871,280.3145161,0.575860939,0.005869296,-0.018800364,-0.005155482,-0.080751124,-0.027206125,-0.180655619,4.557269021,-56.66999014,-19.36543707,-144.9234966
100,Parkland,05FA,365,2015-05-02,1,-17.557134,-146.955017,-0.01756,-0.146955017,-0.01915,-0.148,-0.0135,-0.10425,Wetaskiwin,0.591032258,278.1887097,0.169609507,0.004319439,-0.024741868,-0.005524918,-0.081089542,-0.047842236,-0.292077916,4.792344299,-62.80145111,-22.69615504,-171.5692403
101,Parkland,05FA,365,2015-05-21,2,-14.108893,-129.515096,-0.01411,-0.129515096,-0.01915,-0.148,-0.0135,-0.10425,Wetaskiwin,0.57983871,280.6403226,0.327911628,0.004978959,-0.023422943,-0.005416352,-0.081743945,-0.039329164,-0.250041959,4.779177664,-62.08089916,-22.37965701,-169.0372561
102,Parkland,05FA,365,2015-06-14,3,-11.072299,-111.4235,-0.01107,-0.1114235,-0.01915,-0.148,-0.0135,-0.10425,Wetaskiwin,0.540774194,286.9435484,0.431959157,0.007661822,-0.016012243,-0.004955354,-0.083024934,-0.03214378,-0.203933629,4.38982138,-62.82817732,-20.17301219,-151.3840975
103,Parkland,05FA,396,2015-05-01,1,-18.698605,-149.291404,-0.0187,-0.149291404,-0.019316667,-0.14925,-0.013675,-0.1055,Breton Plots,0.565903226,278.3983871,0.090869746,0.006096356,-0.016885347,-0.00521797,-0.081096154,-0.049598552,-0.289828216,4.548330062,-64.23763185,-21.50774355,-162.0619484
104,Parkland,05FA,396,2015-05-14,2,-17.360653,-143.000483,-0.01736,-0.143000483,-0.019316667,-0.14925,-0.013675,-0.1055,Breton Plots,0.559612903,280.1532258,0.140661905,0.006464525,-0.016558644,-0.005177876,-0.081709818,-0.046293034,-0.27407878,4.530402684,-64.35269241,-21.42977574,-161.438206
105,Parkland,05FA,398,2015-05-03,1,-17.60233,-144.347603,-0.0176,-0.144347603,-0.019441667,-0.15,-0.013825,-0.10625,Thorsby,0.570129032,278.7274194,0.135171932,0.005571217,-0.019765566,-0.005456164,-0.082300559,-0.046986951,-0.27921824,4.589473634,-63.57286704,-21.57229094,-162.5783276
106,Parkland,05FA,398,2015-05-22,2,-15.213071,-134.397197,-0.01521,-0.134397197,-0.019441667,-0.15,-0.013825,-0.10625,Thorsby,0.557774194,281.1370968,0.25791129,0.006379756,-0.017863955,-0.005328299,-0.082930646,-0.041235177,-0.254517173,4.615529717,-64.19499,-21.92218687,-165.377495
107,Parkland,05FA,398,2015-06-13,3,-11.319841,-112.047503,-0.01132,-0.112047503,-0.019441667,-0.15,-0.013825,-0.10625,Thorsby,0.514,286.8983871,0.394413327,0.009791225,-0.007053861,-0.00476737,-0.083865829,-0.032599002,-0.202445752,4.248237167,-63.95745827,-19.71272214,-147.7017771
108,Parkland,05FA,398,2015-06-27,4,-10.750577,-110.248199,-0.01075,-0.110248199,-0.019441667,-0.15,-0.013825,-0.10625,Thorsby,0.60716129,287.7790323,0.539507757,0.00215734,-0.041426982,-0.006536729,-0.088536563,-0.029908858,-0.200038607,4.686626284,-59.86696645,-21.08635259,-158.6908207
109,Parkland,05FA,398,2015-07-17,5,-16.286757,-129.272213,-0.01629,-0.129272213,-0.019441667,-0.15,-0.013825,-0.10625,Thorsby,0.664741935,290.5241935,0.085967987,-0.001544518,-0.058244213,-0.007691008,-0.092115232,-0.044479929,-0.250657381,4.305976381,-59.12785775,-18.71343145,-139.7074516
110,Parkland,05FC,10,2015-05-04,1,-12.593061,-120.170178,-0.01259,-0.120170178,-0.0191,-0.1475,-0.01355,-0.1045,Stettler,0.562935484,279.0080645,0.381409085,0.006415581,-0.015362395,-0.005021324,-0.079848999,-0.035985614,-0.230120943,4.69963146,-61.00181792,-21.51329982,-162.1063986
111,Parkland,05FC,10,2015-05-20,2,-10.613996,-109.498487,-0.01061,-0.109498487,-0.0191,-0.1475,-0.01355,-0.1045,Stettler,0.561451613,280.7758065,0.49802214,0.006385814,-0.016944446,-0.005074401,-0.080727872,-0.031410349,-0.206389335,4.65813569,-60.07566733,-20.9690343,-157.7522744
112,Parkland,05FC,10,2015-06-16,3,-6.532413,-89.254098,-0.00653,-0.089254098,-0.0191,-0.1475,-0.01355,-0.1045,Stettler,0.542645161,287.05,0.836830053,0.007439444,-0.017139614,-0.004998546,-0.083048158,-0.022367725,-0.159774716,4.452698885,-60.17797428,-19.78348384,-148.2678707
113,Parkland,05FC,10,2015-06-27,4,-4.407346,-82.356786,-0.00441,-0.082356786,-0.0191,-0.1475,-0.01355,-0.1045,Stettler,0.637225806,287.8209677,3.898727214,0.00048709,-0.047875127,-0.006793718,-0.08779196,-0.012687237,-0.133934834,6.231311906,-54.8767005,-36.68069046,-283.4455237
114,Parkland,05FC,10,2015-07-25,5,-7.399756,-88.005437,-0.0074,-0.088005437,-0.0191,-0.1475,-0.01355,-0.1045,Stettler,0.671258065,291.2758065,1.020478797,-0.001660713,-0.058311001,-0.007533149,-0.090567678,-0.01870459,-0.140415461,4.636172041,-53.6977639,-18.93609443,-141.4887555
115,Parkland,05FC,13,2015-05-05,1,-9.635239,-102.094845,-0.00964,-0.102094845,-0.019091667,-0.147416667,-0.0135,-0.1045,Stettler,0.554548387,279.333871,0.507541892,0.007142678,-0.012379395,-0.004841638,-0.079516858,-0.029595554,-0.192829013,4.546812833,-58.26356929,-19.76827956,-148.1462365
116,Parkland,05FC,13,2015-05-18,2,-4.833749,-75.219841,-0.00483,-0.075219841,-0.019091667,-0.147416667,-0.0135,-0.1045,Stettler,0.57,280.3822581,0.984511009,0.005774272,-0.019761847,-0.005189699,-0.080943547,-0.018275882,-0.135474228,4.481252223,-53.57539276,-18.0676186,-134.5409488
117,Parkland,05FC,13,2015-08-05,5,-9.828022,-93.95975,-0.00983,-0.09395975,-0.019091667,-0.147416667,-0.0135,-0.1045,Stettler,0.688935484,290.4370968,0.401167792,-0.002512851,-0.061631897,-0.007795741,-0.091016408,-0.025475598,-0.156009422,3.965950825,-54.97445339,-16.10651,-118.85208
118,Parkland,05FC,18,2015-05-06,1,-13.152336,-125.573537,-0.01315,-0.125573537,-0.018991667,-0.146666667,-0.013425,-0.1035,Forestburg,0.557193548,279.6564516,0.389746923,0.006966104,-0.012768004,-0.004821051,-0.078916029,-0.037333748,-0.241112087,4.777528673,-62.74903495,-22.57554143,-170.6043314
119,Parkland,05FC,18,2015-05-25,2,-10.166941,-112.814852,-0.01017,-0.112814852,-0.018991667,-0.146666667,-0.013425,-0.1035,Forestburg,0.519967742,282.3951613,0.602382685,0.010064542,-0.000390872,-0.004234726,-0.078453385,-0.031052183,-0.211054179,4.704456867,-64.97052566,-22.74906522,-171.9925217
120,Parkland,05FC,18,2015-06-15,3,-7.135059,-91.579244,-0.00714,-0.091579244,-0.018991667,-0.146666667,-0.013425,-0.1035,Forestburg,0.539322581,287.166129,0.739072962,0.007845974,-0.014886609,-0.004823003,-0.081987805,-0.023899934,-0.165503296,4.410760355,-60.08641507,-19.52681403,-146.2145123
121,Parkland,05FC,182,2015-05-06,1,-9.473705,-103.270809,-0.00947,-0.103270809,-0.019025,-0.147083333,-0.0134,-0.10375,Rosalind,0.559064516,279.2467742,0.572484206,0.006870378,-0.013283012,-0.004839269,-0.079138623,-0.029265662,-0.196113235,4.690038919,-58.85614044,-20.80270394,-156.4216316
122,Parkland,05FC,182,2015-05-17,2,-4.568992,-74.968254,-0.00457,-0.074968254,-0.019025,-0.147083333,-0.0134,-0.10375,Rosalind,0.573741935,280.233871,1.096024692,0.005590351,-0.020176122,-0.005168848,-0.080481828,-0.017654931,-0.135480579,4.624581266,-53.83391761,-18.91140704,-141.2912563
123,Parkland,05FC,321,2015-05-05,1,-12.253401,-118.241356,-0.01225,-0.118241356,-0.018958333,-0.146416667,-0.01335,-0.10325,Alliance,0.544225806,279.6306452,0.384509205,0.008166342,-0.007050494,-0.004511435,-0.07791822,-0.03551534,-0.22571484,4.619467536,-61.65287868,-21.19573749,-159.5658999
124,Parkland,05FC,321,2015-05-26,2,-4.206693,-81.05671,-0.00421,-0.08105671,-0.018958333,-0.146416667,-0.01335,-0.10325,Alliance,0.489709677,282.9725806,1.057612286,0.01318153,0.01395166,-0.003631284,-0.076960403,-0.020064624,-0.153642528,4.578211179,-61.78244094,-20.97804531,-157.8243625
125,Parkland,05FC,321,2015-06-15,3,-4.84,-76.15692,-0.00484,-0.07615692,-0.018958333,-0.146416667,-0.01335,-0.10325,Alliance,0.538709677,287.0467742,0.863227674,0.007986565,-0.014227705,-0.004750112,-0.0816361,-0.019148494,-0.135671906,4.159416539,-56.02534395,-17.19148786,-127.5319029
126,Parkland,05FC,344,2015-05-09,1,-13.08617,-120.000564,-0.01309,-0.120000564,-0.019133333,-0.147916667,-0.013675,-0.1055,Big Valley,0.503967742,280.3145161,0.289739531,0.011625849,0.008323471,-0.004019394,-0.078065154,-0.03696651,-0.22375992,4.34566672,-63.11578663,-20.00796891,-150.0637512
127,Parkland,05FC,344,2015-05-19,2,-11.778823,-112.77404,-0.01178,-0.11277404,-0.019133333,-0.147916667,-0.013675,-0.1055,Big Valley,0.529903226,280.8790323,0.353482867,0.009016594,-0.004978402,-0.004552056,-0.079825166,-0.034128643,-0.210840628,4.388033256,-61.08300824,-19.67986233,-147.4388986
128,Parkland,05FC,344,2015-06-17,3,-8.018914,-96.332891,-0.00802,-0.096332891,-0.019133333,-0.147916667,-0.013675,-0.1055,Big Valley,0.511032258,287.6435484,0.621192586,0.010161849,-0.005920662,-0.004515817,-0.082621094,-0.02612734,-0.173301406,4.250680437,-62.2424339,-19.26814524,-144.1451619
129,Parkland,05FC,344,2015-06-27,4,-7.717735,-93.37525,-0.00772,-0.09337525,-0.019133333,-0.147916667,-0.013675,-0.1055,Big Valley,0.597483871,288.2016129,0.791974559,0.00295187,-0.038121718,-0.006156535,-0.086911198,-0.022924275,-0.162463252,4.54398538,-58.29568287,-19.76139871,-148.0911897
130,Parkland,05FC,344,2015-07-22,5,-7.67147,-88.90652,-0.00767,-0.08890652,-0.019133333,-0.147916667,-0.013675,-0.1055,Big Valley,0.60416129,292.0790323,0.657053087,0.002244383,-0.04333191,-0.006422892,-0.088836686,-0.022209308,-0.148077167,4.069701812,-57.69190711,-17.22309704,-127.7847763
131,Parkland,05FC,368,2015-05-05,1,-14.75,-130.481664,-0.01475,-0.130481664,-0.018966667,-0.146416667,-0.01325,-0.10275,Kessler,0.552,279.9758065,0.251013109,0.007558417,-0.010225621,-0.004627209,-0.078266819,-0.041001472,-0.250929736,4.588240673,-62.80511408,-21.33946363,-160.715709
132,Parkland,05FC,368,2015-05-26,2,-11.66682,-118.298082,-0.01167,-0.118298082,-0.018966667,-0.146416667,-0.01325,-0.10275,Kessler,0.518,283.0887097,0.450719617,0.010364806,0.000354962,-0.00412808,-0.078225015,-0.034230407,-0.221265115,4.564059203,-65.0355111,-21.83841793,-164.7073434
133,Parkland,05FC,368,2015-06-15,3,-10.721528,-109.742446,-0.01072,-0.109742446,-0.018966667,-0.146416667,-0.01325,-0.10275,Kessler,0.551193548,287.15,0.459328971,0.007011044,-0.018579252,-0.004936013,-0.081996724,-0.031543383,-0.202346701,4.447128357,-62.06923002,-20.28478292,-152.2782633
134,Parkland,05FC,368,2015-06-27,4,-11.003863,-108.237109,-0.011,-0.108237109,-0.018966667,-0.146416667,-0.01325,-0.10275,Kessler,0.649387097,288.0532258,0.470556685,4.44E-05,-0.049280066,-0.006785227,-0.086885085,-0.030698951,-0.201570556,4.737990608,-56.11921231,-20.26947331,-152.1557865
135,Parkland,05FC,368,2015-08-05,5,-9.477936,-92.071321,-0.00948,-0.092071321,-0.018966667,-0.146416667,-0.01325,-0.10275,Kessler,0.698903226,290.9983871,0.440227156,-0.002792048,-0.062147687,-0.007780726,-0.090070576,-0.024476163,-0.152454751,4.026591918,-53.89922962,-16.08171834,-118.6537467
136,Restored,,Baron-01,2015-05-05,1,-10.52533,-112.325527,-0.01053,-0.112325527,-0.019116667,-0.147666667,-0.01355,-0.10475,Stettler,0.554548387,279.333871,0.569948364,0.007091632,-0.012655112,-0.004880785,-0.07977979,-0.031483117,-0.213127698,4.810843638,-61.66734349,-22.47219495,-169.7775596
137,Restored,,Baron-01,2015-05-20,2,-6.933024,-93.94986,-0.00693,-0.09394986,-0.019116667,-0.147666667,-0.01355,-0.10475,Stettler,0.561451613,280.7758065,0.96930051,0.006385814,-0.017218889,-0.005081896,-0.080949661,-0.023226576,-0.174276216,4.929032599,-59.79166409,-22.7262797,-171.8102376
138,Restored,,Beltz-03,2015-05-06,1,-14.756691,-131.658249,-0.01476,-0.131658249,-0.019166667,-0.148,-0.01365,-0.1055,Stettler,0.557483871,279.433871,0.270483579,0.006731659,-0.014806932,-0.005021068,-0.080582456,-0.040627389,-0.251426642,4.630092011,-63.31809092,-21.75670409,-164.0536327
139,Restored,,Beltz-03,2015-05-26,2,-11.782531,-116.43256,-0.01178,-0.11643256,-0.019166667,-0.148,-0.01365,-0.1055,Stettler,0.509774194,282.733871,0.401794585,0.010801631,0.001670791,-0.004259159,-0.079865004,-0.034131804,-0.215125059,4.415415297,-64.4189678,-20.76083395,-156.0866716
140,Restored,,Beltz-03,2015-06-18,3,-9.432393,-106.363457,-0.00943,-0.106363457,-0.019166667,-0.148,-0.01365,-0.1055,Stettler,0.560677419,287.4596774,0.650027368,0.005800157,-0.025367507,-0.005439032,-0.084895827,-0.028032234,-0.192224817,4.61564772,-62.837899,-21.52196136,-162.1756909
141,Restored,,Beltz-03,2015-06-24,4,-8.668807,-104.510257,-0.00867,-0.104510257,-0.019166667,-0.148,-0.01365,-0.1055,Stettler,0.631322581,287.4274194,1.103362607,0.000775408,-0.047085791,-0.006758258,-0.088196006,-0.024227164,-0.188046973,5.369662179,-57.95528591,-25.83519325,-196.681546
142,Restored,,Beltz-03,2015-07-23,5,-7.50566,-93.874688,-0.00751,-0.093874688,-0.019166667,-0.148,-0.01365,-0.1055,Stettler,0.663903226,291.3564516,1.361401795,-0.001360136,-0.057773954,-0.00749034,-0.091132787,-0.019223773,-0.155416053,5.253761102,-54.41894213,-23.45715159,-177.6572127
143,Restored,,Bergq-07,2015-05-01,1,-14.635685,-130.26451,-0.01464,-0.13026451,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.59216129,278.2306452,0.273147731,0.004307959,-0.024647019,-0.005493917,-0.080879217,-0.040990178,-0.256333364,4.784364358,-60.2214158,-21.83749144,-164.6999315
144,Restored,,Bergq-07,2015-05-23,2,-10.819844,-110.590622,-0.01082,-0.110590622,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.544032258,281.4596774,0.464500217,0.007938064,-0.009942888,-0.004713875,-0.080008855,-0.032186274,-0.208257935,4.571097162,-61.13135071,-20.74463876,-155.9571101
145,Restored,,Bergq-07,2015-06-14,3,-7.225893,-92.8816,-0.00723,-0.0928816,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.505387097,287.2919355,0.685172408,0.011010758,-0.000942552,-0.004262885,-0.081327018,-0.024979284,-0.169138256,4.29632296,-61.819185,-19.39131955,-145.1305564
146,Restored,,Bergq-07,2015-06-27,4,-5.15747,-84.060731,-0.00516,-0.084060731,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.598,288.0112903,1.492534112,0.003182431,-0.03622632,-0.006005994,-0.085842314,-0.017071116,-0.143986494,5.031078759,-58.10036461,-22.9377471,-173.5019768
147,Restored,,Bergq-07,2015-08-07,5,-5.466666,-80.547025,-0.00547,-0.080547025,-0.019125,-0.148,-0.013425,-0.10375,New Sarepta,0.715419355,290.4758065,26.05762221,-0.003758921,-0.066184388,-0.008238472,-0.091822177,-0.009628387,-0.112018603,7.56821684,-39.14887889,-113.8276881,-900.6215047
148,Restored,,Busen-01,2015-05-01,1,-16.186251,-139.729701,-0.01619,-0.139729701,-0.01915,-0.148083333,-0.01345,-0.10375,New Sarepta,0.59216129,278.2306452,0.223569427,0.00428251,-0.024647019,-0.005519179,-0.080917205,-0.044660311,-0.277096549,4.824915661,-61.61431644,-22.55509108,-170.4407286
149,Restored,,Busen-01,2015-05-24,2,-10.268136,-114.213271,-0.01027,-0.114213271,-0.01915,-0.148083333,-0.01345,-0.10375,New Sarepta,0.528548387,281.933871,0.627066976,0.009270734,-0.003902709,-0.004466437,-0.079515715,-0.031156951,-0.214245433,4.789218068,-65.02800144,-23.36751702,-176.9401361
150,Restored,,Caine-01,2015-05-04,1,-12.27786,-121.03987,-0.01228,-0.12103987,-0.019125,-0.147833333,-0.01355,-0.10475,Stettler,0.562935484,279.0080645,0.446030333,0.006415581,-0.01563728,-0.00503253,-0.080152408,-0.035294008,-0.231614629,4.804671892,-62.03849917,-22.54494585,-170.3595668
151,Restored,,Caine-01,2015-05-21,2,-8.400725,-102.393204,-0.0084,-0.102393204,-0.019125,-0.147833333,-0.01355,-0.10475,Stettler,0.558709677,280.9467742,0.804453609,0.006598703,-0.016351675,-0.005040599,-0.080974955,-0.026549521,-0.191410616,4.904670003,-61.19397597,-23.00044779,-174.0035823
152,Restored,,Colli-02,2015-05-07,1,-15.260564,-133.915088,-0.01526,-0.133915088,-0.01925,-0.14875,-0.013875,-0.10725,Delburne,0.523064516,279.8306452,0.238270712,0.009563787,-0.002273205,-0.004528441,-0.080194499,-0.041192368,-0.249734203,4.466198901,-65.76089277,-21.43892388,-161.511391
153,Restored,,Colli-02,2015-05-25,2,-11.3797,-112.546985,-0.01138,-0.112546985,-0.01925,-0.14875,-0.013875,-0.10725,Delburne,0.531903226,282.1435484,0.406270271,0.008505272,-0.009554477,-0.004814497,-0.082014463,-0.032930966,-0.207402928,4.401470562,-62.45825001,-20.13551681,-151.0841345
154,Restored,,Colli-02,2015-06-17,3,-6.622346,-88.302746,-0.00662,-0.088302746,-0.01925,-0.14875,-0.013875,-0.10725,Delburne,0.555,287.1725806,0.816970207,0.006055714,-0.024924244,-0.005483564,-0.085829021,-0.021742212,-0.153779341,4.329829192,-59.63927675,-18.97439667,-141.7951733
155,Restored,,Colli-02,2015-06-23,4,-4.499448,-85.852678,-0.0045,-0.085852678,-0.01925,-0.14875,-0.013875,-0.10725,Delburne,0.625709677,287.2854839,3.997163372,0.000911702,-0.04732504,-0.006820998,-0.089279331,-0.013198392,-0.14046603,6.27855684,-57.59917222,-39.26889588,-304.151167
156,Restored,,Forbs-10,2015-05-02,1,-13.505779,-130.467108,-0.01351,-0.130467108,-0.019108333,-0.147666667,-0.01345,-0.10375,New Sarepta,0.584032258,278.4080645,0.444945999,0.004884686,-0.021901853,-0.005351306,-0.080362381,-0.038232197,-0.255455835,5.055728891,-62.16421068,-24.51004273,-186.0803418
157,Restored,,Forbs-10,2015-05-23,2,-8.626932,-104.227864,-0.00863,-0.104227864,-0.019108333,-0.147666667,-0.01345,-0.10375,New Sarepta,0.544032258,281.4596774,0.762684806,0.007912523,-0.009942888,-0.004719684,-0.079839683,-0.027472673,-0.195720835,4.855625924,-62.32381227,-23.0010204,-174.0081632
158,Restored,,Forbs-10,2015-06-13,3,-4.03863,-78.638834,-0.00404,-0.078638834,-0.019108333,-0.147666667,-0.01345,-0.10375,New Sarepta,0.49416129,287.3177419,1.027670248,0.01213384,0.00431033,-0.004059906,-0.080646143,-0.019069929,-0.144075831,4.35377943,-61.0495651,-19.48581106,-145.8864885
159,Restored,,Gilbe-02,2015-05-05,1,-15.859596,-133.20263,-0.01586,-0.13320263,-0.0191,-0.147666667,-0.01355,-0.10475,Stettler,0.554548387,279.333871,0.169304363,0.007091632,-0.012655112,-0.004873172,-0.07977979,-0.043150789,-0.255118964,4.467307031,-62.35114049,-20.48044965,-153.8435972
160,Restored,,Gilbe-02,2015-05-20,2,-13.906555,-124.25136,-0.01391,-0.12425136,-0.0191,-0.147666667,-0.01355,-0.10475,Stettler,0.561451613,280.7758065,0.26505995,0.006385814,-0.017218889,-0.005074401,-0.080949661,-0.038749058,-0.236299054,4.510947759,-61.50407668,-20.49383951,-153.9507161
161,Restored,,Gilbe-02,2015-06-17,3,-10.888147,-108.704407,-0.01089,-0.108704407,-0.0191,-0.147666667,-0.01355,-0.10475,Stettler,0.546322581,287.3016129,0.41236688,0.007103043,-0.019113714,-0.005078255,-0.083566837,-0.031601573,-0.197804017,4.301923773,-61.85645711,-19.43076689,-145.4461351
162,Restored,,Gilbe-02,2015-06-25,4,-9.784391,-106.043686,-0.00978,-0.106043686,-0.0191,-0.147666667,-0.01355,-0.10475,Stettler,0.637193548,287.5241935,0.724671553,0.000505736,-0.047912702,-0.006782856,-0.087898616,-0.02716208,-0.192933676,4.998825856,-57.15516913,-22.37629871,-169.0103897
163,Restored,,Gilbe-02,2015-07-21,5,-8.801303,-97.133728,-0.0088,-0.097133728,-0.0191,-0.147666667,-0.01355,-0.10475,Stettler,0.65683871,291.333871,0.760386931,-0.000859401,-0.055356815,-0.007271047,-0.090204324,-0.023449743,-0.166022419,4.702382029,-55.75276614,-19.9394735,-149.515788
164,Restored,,Grand-06,2015-05-05,1,-13.647199,-123.45265,-0.01365,-0.12345265,-0.019108333,-0.147583333,-0.013625,-0.10525,Stettler,0.554548387,279.333871,0.285065439,0.007015062,-0.013206548,-0.004918569,-0.080015632,-0.038221929,-0.234950596,4.537614759,-61.51420854,-20.65460761,-155.2368609
165,Restored,,Grand-06,2015-05-26,2,-10.53871,-109.931044,-0.01054,-0.109931044,-0.019108333,-0.147583333,-0.013625,-0.10525,Stettler,0.509774194,282.733871,0.470393541,0.010827251,0.001950744,-0.004217099,-0.079510574,-0.031689784,-0.203424523,4.420540709,-63.33854493,-20.48872161,-153.9097729
166,Restored,,Grand-06,2015-06-20,3,-8.644071,-99.290477,-0.00864,-0.099290477,-0.019108333,-0.147583333,-0.013625,-0.10525,Stettler,0.58883871,287.5435484,0.698775457,0.003665278,-0.034589337,-0.005929365,-0.085917964,-0.025542231,-0.177021364,4.598853693,-59.55638109,-20.45086415,-153.6069132
167,Restored,,Grand-06,2015-06-24,4,-7.728022,-97.115177,-0.00773,-0.097115177,-0.019108333,-0.147583333,-0.013625,-0.10525,Stettler,0.631322581,287.4274194,1.153822443,0.000800774,-0.046819465,-0.006720438,-0.087868435,-0.021780705,-0.170281528,5.207307976,-56.86268634,-23.9420193,-181.5361544
