"","Grass_dwn_ci","Park_dwn_ci","Rest_dwn_ci","Grass_up_ci","Park_up_ci","Rest_up_ci"
"1",-0.0449914732395471,-0.0531176259567454,NA,-0.0449914732395471,-0.0531176259567454,NA
"2",-0.044464072166506,-0.053551041701765,NA,-0.044464072166506,-0.053551041701765,NA
"3",-0.0453162257841252,-0.052962709250908,NA,-0.0453162257841252,-0.052962709250908,NA
