"","Region","Site_ID","Site_Visit","X","SbWtrshd.x","Date","O","H","Opm","Hpm","P.18O.","P.2H.","Ps.18O.","Ps.2H.","X18O_snow","X2H_snow","X18O_rain","X2H_rain","met_station","rh","temp","EI","starO","starH","sslO","sslH","EO","EH","slope","input","IO","IH","X2","per.rain","SbWtrshd.y","Y_Lat","X_Long"
"11","Grassland","110",2,86,"05CH","2014-06-02",-9.44,-109.89,-0.00944,-0.10989,-0.018825,-0.145583333,-0.0133,-0.10325,-24.23333333,-187.017,-13.3,-98.129,"Sheerness",0.57841935483871,283.56935483871,0.79267125833096,0.00506386356728018,-0.0250072847503213,-0.00525968832316012,-0.081436698245212,-0.0284983078282108,-0.206381177116502,5.06294567105649,-62.0957928652267,-24.5469728478466,-186.375782782773,-25.6936289469401,9.25198022308556,"05CH",51.53699,-111.50533
"12","Grassland","110",3,87,"05CH","2014-06-17",-8.59,-102.54,-0.00859,-0.10254,-0.018825,-0.145583333,-0.0133,-0.10325,-24.23333333,-187.017,-13.3,-98.129,"Sheerness",0.608451612903226,286.108064516129,0.887541676084701,0.00271060499213686,-0.0371426773311537,-0.00593085221781307,-0.0841325205380962,-0.0254519328032959,-0.188063133012713,5.07196500012128,-58.9718206489582,-23.5556681022648,-178.445344818119,-25.6936289469401,17.2504829201229,"05CH",51.53699,-111.50533
"13","Grassland","110",4,88,"05CH","2014-07-01",-8.35,-95.74,-0.00835,-0.09574,-0.018825,-0.145583333,-0.0133,-0.10325,-24.23333333,-187.017,-13.3,-98.129,"Sheerness",0.658677419354839,286.914516129032,0.892827848807722,-0.000489754857984501,-0.0513195769814181,-0.00690277333717274,-0.0868926771456265,-0.0229627170087864,-0.169027505116362,5.0153236439394,-53.8620475731061,-21.3966406921908,-161.173125537526,-25.6936289469401,34.6709448309746,"05CH",51.53699,-111.50533
"14","Grassland","110",5,89,"05CH","2014-08-21",-3.78,-67.96,-0.00378,-0.06796,-0.018825,-0.145583333,-0.0133,-0.10325,-24.23333333,-187.017,-13.3,-98.129,"Sheerness",0.689064516129032,292.014516129032,1.5,-0.00238390908540279,-0.0612002790345937,-0.00761999125448,-0.0900423503879539,-0.00676757933937459,-0.0809771491500099,4.35708902470014,-51.4902034866335,-16.8794142661068,-125.035314128854,-25.6936289469401,71.1189169739463,"05CH",51.53699,-111.50533
"15","Grassland","115",2,91,"05CH","2014-06-02",-11.84,-119.72,-0.01184,-0.11972,-0.018808333,-0.145,-0.013225,-0.1025,-24.3,-187.559,-13.225,-97.51925,"Youngstown",0.592741935483871,283.772580645161,0.51663022194683,0.00405457232953781,-0.029248343915569,-0.00548975397760387,-0.0815664255538071,-0.0340199958201071,-0.229413252347916,4.94559391433584,-61.1641680542637,-23.2988561633217,-176.390849306573,-25.7198594411214,19.3759944976414,"05CH",51.50547,-111.22282
"16","Grassland","115",3,92,"05CH","2014-06-17",-10.38,-108.01,-0.01038,-0.10801,-0.018808333,-0.145,-0.013225,-0.1025,-24.3,-187.559,-13.225,-97.51925,"Youngstown",0.608774193548387,286.411290322581,0.551178107531583,0.00274514660597704,-0.0366983843824098,-0.00589610469305808,-0.0835724296464288,-0.0299923088744546,-0.20146255483505,4.76499505658783,-58.5493513126184,-21.1898752897468,-159.519002317974,-25.7198594411214,36.2547827986455,"05CH",51.50547,-111.22282
"17","Grassland","115",4,93,"05CH","2014-07-09",-8.39,-96,-0.00839,-0.096,-0.018808333,-0.145,-0.013225,-0.1025,-24.3,-187.559,-13.225,-97.51925,"Youngstown",0.693838709677419,288.775806451613,1.16767224023647,-0.00241715951689364,-0.0596582992291654,-0.00755871590683805,-0.0884843690249666,-0.0214584491810484,-0.167250578532518,5.4521066383182,-50.2568253045103,-23.6496653316512,-179.197322653209,-25.7198594411214,16.5683665288548,"05CH",51.50547,-111.22282
"18","Grassland","115",5,94,"05CH","2014-08-22",-8.65,-83.93,-0.00865,-0.08393,-0.018808333,-0.145,-0.013225,-0.1025,-24.3,-187.559,-13.225,-97.51925,"Youngstown",0.724032258064516,291.679032258064,0.445381769646264,-0.00400773346610999,-0.0670596912782724,-0.00819139220443869,-0.0907124006450815,-0.0204307574733533,-0.122650661835219,3.28677183303371,-55.4994236442584,-13.8969346112555,-101.175476890044,-25.7198594411214,94.6223115640331,"05CH",51.50547,-111.22282
"19","Grassland","115",1,90,"05CH","2014-05-11",-15.93,-140.05,-0.01593,-0.14005,-0.018808333,-0.145,-0.013225,-0.1025,-24.3,-187.559,-13.225,-97.51925,"Youngstown",0.654258064516129,277.917741935484,0.274047490359497,0.000345783281277831,-0.0426910892999007,-0.00644660462927205,-0.0822454960343129,-0.0455509248637721,-0.294513450523931,5.21467345244335,-56.9802519025775,-24.047540121044,-182.380320968352,-25.7198594411214,13.3840586839553,"05CH",51.50547,-111.22282
"20","Grassland","117",2,96,"05CH","2014-05-30",-11.63,-124.75,-0.01163,-0.12475,-0.01865,-0.143916667,-0.0132,-0.10225,-23.93333333,-184.578,-13.2,-97.316,"Pollockville",0.59858064516129,283.514516129032,0.718443284032012,0.00367717473155705,-0.0306242300812518,-0.00551011590776714,-0.0811127339033548,-0.0335226895478089,-0.241835437458722,5.3481522771806,-62.5509890163897,-27.3586557750211,-208.869246200169,-25.307061513265,0,"05CH",51.19809,-111.53913
"21","Grassland","117",3,97,"05CH","2014-06-16",-8.72,-105.79,-0.00872,-0.10579,-0.01865,-0.143916667,-0.0132,-0.10225,-23.93333333,-184.578,-13.2,-97.316,"Pollockville",0.627129032258064,286.391935483871,1.10498819069259,0.0015590638668363,-0.0416708678348904,-0.00616306997254963,-0.0838486764766497,-0.0253415652205123,-0.197105967976723,5.49382484532999,-57.8838473487225,-27.0866332794927,-206.693066235941,-25.307061513265,0,"05CH",51.19809,-111.53913
"22","Grassland","117",4,98,"05CH","2014-06-26",-7.06,-92.48,-0.00706,-0.09248,-0.01865,-0.143916667,-0.0132,-0.10225,-23.93333333,-184.578,-13.2,-97.316,"Pollockville",0.663193548387097,286.624193548387,1.5,-0.000632637506934017,-0.0511649574174661,-0.00685126389370118,-0.0857161404339058,-0.01925477569461,-0.162074063747686,5.70687526285919,-52.1894606442141,-27.1199641419225,-206.95971313538,-25.307061513265,0,"05CH",51.19809,-111.53913
"23","Grassland","117",1,95,"05CH","2014-05-10",-16.96,-147.88,-0.01696,-0.14788,-0.01865,-0.143916667,-0.0132,-0.10225,-23.93333333,-184.578,-13.2,-97.316,"Pollockville",0.635258064516129,278.495161290323,0.255718494419489,0.00152547920164766,-0.0373848481496419,-0.00602180776973944,-0.0808017159867291,-0.0478900793400184,-0.30850642110452,5.19321076867385,-59.8031453632914,-24.8693933211048,-188.955146568839,-25.307061513265,3.61498280718775,"05CH",51.19809,-111.53913
"24","Grassland","117",5,99,"05CH","2014-08-19",-13.44,-105.52,-0.01344,-0.10552,-0.01865,-0.143916667,-0.0132,-0.10225,-23.93333333,-184.578,-13.2,-97.316,"Pollockville",0.703709677419355,292.495161290323,0.0772484286989653,-0.00303970057629462,-0.0633305153696602,-0.00777683362581975,-0.0895637342915198,-0.037311861903177,-0.192932918176332,3.66175535577721,-56.3060080183542,-15.2840638221391,-112.272510577113,-25.307061513265,82.786377851837,"05CH",51.19809,-111.53913
"25","Grassland","124",1,33,"05CG","2014-05-04",-18.51,-153.85,-0.01851,-0.15385,-0.018975,-0.14675,-0.013575,-0.1055,-24.1,-185.933,-13.575,-100.36475,"Hand Hills",0.635645161290323,277.256451612903,0.159742538180115,0.00119996585430565,-0.0398850189227593,-0.00634012940998212,-0.0834640567821257,-0.0515378145267368,-0.319351160088835,5.01096310671291,-61.097072894744,-23.785946923043,-180.287575384344,-25.3247858683268,13.0967403366216,"05CG",51.31594,-112.23548
"26","Grassland","124",2,34,"05CG","2014-05-21",-15.63,-140.64,-0.01563,-0.14064,-0.018975,-0.14675,-0.013575,-0.1055,-24.1,-185.933,-13.575,-100.36475,"Hand Hills",0.611741935483871,280.06935483871,0.311116734092975,0.00261111652246779,-0.035042271248332,-0.00598305046946,-0.0834033678189694,-0.0432054084675333,-0.278959040648999,5.01602871311417,-62.2394712140255,-24.2091710236988,-183.67336818959,-25.3247858683268,9.49476745474416,"05CG",51.31594,-112.23548
"27","Grassland","124",3,35,"05CG","2014-06-07",-13.25,-127.65,-0.01325,-0.12765,-0.018975,-0.14675,-0.013575,-0.1055,-24.1,-185.933,-13.575,-100.36475,"Hand Hills",0.596387096774194,284.259677419355,0.431131954054816,0.00340041663765946,-0.0341453988029338,-0.00585634947246655,-0.0845553587194207,-0.0368469013809629,-0.243013811817537,4.88893901597638,-62.871558038313,-23.4233782020133,-177.387025616107,-25.3247858683268,16.1824878140038,"05CG",51.31594,-112.23548
"28","Grassland","124",5,37,"05CG","2014-08-16",-7.15,-86.4,-0.00715,-0.0864,-0.018975,-0.14675,-0.013575,-0.1055,-24.1,-185.933,-13.575,-100.36475,"Hand Hills",0.705677419354839,291.317741935484,1.46739191729661,-0.00346966943407254,-0.0665270093414598,-0.0081441934360459,-0.0925020092344372,-0.0156772743137356,-0.127904131594629,4.86722134970778,-51.5993673495894,-19.6628534045466,-147.302827236373,-25.3247858683268,48.1875374345566,"05CG",51.31594,-112.23548
"29","Grassland","124",4,36,"05CG","2014-06-29",-10,-108.85,-0.01,-0.10885,-0.018975,-0.14675,-0.013575,-0.1055,-24.1,-185.933,-13.575,-100.36475,"Hand Hills",0.662774193548387,286.137096774194,0.862298375478048,-0.000963730241036633,-0.0541738005656211,-0.00718828626826936,-0.0887224889996103,-0.0271109271706478,-0.200683406938151,5.36694511187464,-55.1805488812536,-24.7547247021728,-188.037797617382,-25.3247858683268,4.85167280955053,"05CG",51.31594,-112.23548
"30","Grassland","131",2,39,"05CG","2014-05-20",-15.07,-137.98,-0.01507,-0.13798,-0.018708333,-0.14475,-0.01335,-0.10375,-23.76666667,-183.223,-13.35,-98.5355,"Hand Hills",0.610516129032258,279.820967741935,0.345365583844051,0.00294232668255515,-0.0325196839722973,-0.00570497750659683,-0.0812762205277449,-0.0421559775478241,-0.275273690559914,5.06881061676664,-61.5930240053267,-24.4245644497911,-185.396515598329,-25.174633026123,6.34327149667049,"05CG",51.28776,-112.29466
"31","Grassland","131",3,40,"05CG","2014-06-05",-11.44,-121.53,-0.01144,-0.12153,-0.018708333,-0.14475,-0.01335,-0.10375,-23.76666667,-183.223,-13.35,-98.5355,"Hand Hills",0.601677419354839,283.701612903226,0.671418035100142,0.00329163509385667,-0.0334099561500484,-0.0056910096515432,-0.0826342187051223,-0.0327885518912915,-0.23272811831319,5.20869606891461,-61.9425169716169,-25.7738027630844,-196.190422104675,-25.174633026123,0,"05CG",51.28776,-112.29466
"32","Grassland","131",4,41,"05CG","2014-06-21",-8.44,-101.88,-0.00844,-0.10188,-0.018708333,-0.14475,-0.01335,-0.10375,-23.76666667,-183.223,-13.35,-98.5355,"Hand Hills",0.647064516129032,285.675806451613,1.16094933064931,0.000210123634195345,-0.0480561601579289,-0.00663283187780549,-0.0858433626002807,-0.0237045413913126,-0.185786222533263,5.49680598861729,-55.4869574560701,-26.161359110913,-199.290872887304,-25.174633026123,0,"05CG",51.28776,-112.29466
"33","Grassland","131",1,38,"05CG","2014-05-03",-18.23,-155.87,-0.01823,-0.15587,-0.018708333,-0.14475,-0.01335,-0.10375,-23.76666667,-183.223,-13.35,-98.5355,"Hand Hills",0.635548387096774,277.091935483871,0.216869007147145,0.00144534501457403,-0.0378287636742763,-0.00608893014614715,-0.0814520869132291,-0.0511848761799786,-0.327149108578524,5.19738285900714,-61.1217104802998,-25.3768912778091,-193.015130222472,-25.174633026123,0,"05CG",51.28776,-112.29466
