"","O","H","EI","IO","IH"
"1",0.86086980441702,0.844698848656418,0.909707027316574,0.991774094547735,0.991774094547735
"2",0.725480830699992,0.647275495628755,1,0.678151010791737,0.678151010791737
"3",0.810729727177406,0.698859880228687,0.465990111940484,0.672978622242872,0.672978622242872
"4",0.793207127677821,0.793207127677821,0.880376931902854,0.214863232775616,0.214863232775616
"5",0.0177190586585818,0.0951591787478991,0.0144534408087656,0.0342577688658701,0.0342577688658701
