"","O","H","EI","IO","IH"
"1",1.47429421490916e-06,7.87634188215292e-07,3.25486812801475e-05,0.146033520281044,0.146033520281044
"2",0.000296854340851613,5.85142787002133e-05,0.00388372854125319,0.029772443535004,0.029772443535004
"3",0.0096725392679205,0.00436589839694458,0.0316508801699585,0.093789562770565,0.093789562770565
"4",0.0232702920099508,0.0104149946590633,0.358631820103184,0.288844366346485,0.288844366346485
"5",0.154728923485379,0.154728923485379,0.204870918298007,NA,NA
