"","O","H","EI","IO","IH"
"1",0.00252125235908033,0.00027330728966719,0.369742992526168,5.53279745686725e-08,5.53279745686725e-08
"2",0.0226984948193835,0.00219849943794843,0.958887952845444,1.77331687245499e-06,1.77331687245499e-06
"3",0.00692044911142922,0.0112134880900284,0.792051485496998,0.000480106583343823,0.000480106583343823
"4",0.0135444564730908,0.0359557697028673,0.155806338660931,0.202086309888019,0.202086309888019
"5",0.0438455416601764,0.0771453710108811,0.011546719656335,0.182422439451736,0.182422439451736
