"","O","H","EI","IO","IH"
"1",0.274450337162207,0.183528951809747,0.672512057247135,0.056479439633833,0.056479439633833
"2",0.322286463445943,0.279016313211364,0.642653082080753,0.990941898445849,0.990941898445849
"3",0.317752411573906,0.578011501469608,0.882591449737822,0.745175333199831,0.745175333199831
"4",0.0652915096712529,0.0868128732143903,0.6464883051465,0.20789684799611,0.20789684799611
"5",0.583581178543994,0.282645201516332,0.0227786871963715,0.0233795577171826,0.0233795577171826
