"","152","153","158","165","173","202","203","KIN_1","124","131","133","135","142","145","149","184","98","101","109","110","115","117","186","188"
"1",-13.12,-18.8,-16.82,-15.7,-13.72,-13.53,-16.38,-12.51,-18.51,-18.23,-17.13,-22.06,-18.49,-18.11,-13.33,-17.060535,-13.28,-16.65,-13.76,-13.58,-15.93,-16.96,-13.27,-13.29
"2",-8.94,-12.65,-12.66,-9.88,-9.31,-7.96,-12.83,-3.97,-15.63,-15.07,-14.17,-17.06,-15.4,-15.69,-12.74,-13.19,-11.798438,-12.2,-9.72,-9.44,-11.84,-11.63,-12.28,-6.48
"3",-10.75,-8,-9.58,-7.72,-8.89,-6.25,-9.8,1.29293778395766,-13.25,-11.44,-9.57,-14.19,-11.99,-12.68,-10.51,-11.19,-7.71,-9.64,-9.84,-8.59,-10.38,-8.72,-9.13,4.08001010847246
"4",3.11719042062463,-7.33,-9.74,-6.08,-8.35,-9.29,-8.43,1.29293778395766,-10,-8.44,-7.96,-14.69,-9.75,-12.77,-9.43,-10.83,-5.95,-8.72,-6.79,-8.35,-8.39,-7.06,-7.28,-11.17
"5",3.11719042062463,-10.34,5.92121521538881,4.10006252927491,-4.8,3.75676156491927,1.91,1.29293778395766,-7.15,3.29163509385667,3.06284006228912,-11.63,-11.26,-7.63,-6.83,-5.65,-11.04,6.37138903446158,-9.34,-3.78,-8.65,-13.44,-7.1,-8.78
